timestamp,open,high,low,close,volume
7257600000,105.6748,106.0748,105.4748,105.7748,973.17
7344000000,105.4357,105.8357,105.2357,105.5357,979.45
7430400000,105.2244,105.6244,105.0244,105.3244,986.15
7516800000,105.0421,105.4421,104.8421,105.1421,993.13
7603200000,104.8898,105.2898,104.6898,104.9898,1000.25
7689600000,104.7685,105.1685,104.5685,104.8685,1007.37
7776000000,104.6788,105.0788,104.4788,104.7788,1014.33
7862400000,104.6213,105.0213,104.4213,104.7213,1021.01
7948800000,104.5967,104.9967,104.3967,104.6967,1027.25
8035200000,104.6052,105.0052,104.4052,104.7052,1032.94
8121600000,104.6469,105.0469,104.4469,104.7469,1037.96
8208000000,104.7220,105.1220,104.5220,104.8220,1042.21
8294400000,104.8302,105.2302,104.6302,104.9302,1045.60
8380800000,104.9715,105.3715,104.7715,105.0715,1048.05
8467200000,105.1452,105.5452,104.9452,105.2452,1049.53
8553600000,105.3510,105.7510,105.1510,105.4510,1050.00
8640000000,105.5881,105.9881,105.3881,105.6881,1049.45
8726400000,105.8556,106.2556,105.6556,105.9556,1047.89
8812800000,106.1527,106.5527,105.9527,106.2527,1045.36
8899200000,106.4782,106.8782,106.2782,106.5782,1041.90
8985600000,106.8308,107.2308,106.6308,106.9308,1037.59
9072000000,107.2093,107.6093,107.0093,107.3093,1032.51
9158400000,107.6122,108.0122,107.4122,107.7122,1026.78
9244800000,108.0379,108.4379,107.8379,108.1379,1020.49
9331200000,108.4847,108.8847,108.2847,108.5847,1013.79
9417600000,108.9509,109.3509,108.7509,109.0509,1006.81
9504000000,109.4347,109.8347,109.2347,109.5347,999.68
9590400000,109.9340,110.3340,109.7340,110.0340,992.57
9676800000,110.4470,110.8470,110.2470,110.5470,985.60
9763200000,110.9715,111.3715,110.7715,111.0715,978.93
9849600000,111.5055,111.9055,111.3055,111.6055,972.69
9936000000,112.0467,112.4467,111.8467,112.1467,967.01
10022400000,112.5931,112.9931,112.3931,112.6931,962.00
10108800000,113.1423,113.5423,112.9423,113.2423,957.76
10195200000,113.6923,114.0923,113.4923,113.7923,954.38
10281600000,114.2407,114.6407,114.0407,114.3407,951.93
10368000000,114.7854,115.1854,114.5854,114.8854,950.46
10454400000,115.3241,115.7241,115.1241,115.4241,950.00
10540800000,115.8548,116.2548,115.6548,115.9548,950.56
10627200000,116.3751,116.7751,116.1751,116.4751,952.13
10713600000,116.8831,117.2831,116.6831,116.9831,954.67
10800000000,117.3768,117.7768,117.1768,117.4768,958.13
10886400000,117.8541,118.2541,117.6541,117.9541,962.45
10972800000,118.3131,118.7131,118.1131,118.4131,967.53
11059200000,118.7521,119.1521,118.5521,118.8521,973.28
11145600000,119.1693,119.5693,118.9693,119.2693,979.57
11232000000,119.5631,119.9631,119.3631,119.6631,986.27
11318400000,119.9319,120.3319,119.7319,120.0319,993.26
11404800000,120.2744,120.6744,120.0744,120.3744,1000.38
11491200000,120.5892,120.9892,120.3892,120.6892,1007.49
11577600000,120.8751,121.2751,120.6751,120.9751,1014.46
11664000000,121.1312,121.5312,120.9312,121.2312,1021.12
11750400000,121.3565,121.7565,121.1565,121.4565,1027.36
11836800000,121.5501,121.9501,121.3501,121.6501,1033.04
11923200000,121.7116,122.1116,121.5116,121.8116,1038.05
12009600000,121.8403,122.2403,121.6403,121.9403,1042.28
12096000000,121.9359,122.3359,121.7359,122.0359,1045.65
12182400000,121.9983,122.3983,121.7983,122.0983,1048.09
12268800000,122.0274,122.4274,121.8274,122.1274,1049.55
12355200000,122.0232,122.4232,121.8232,122.1232,1050.00
12441600000,121.9861,122.3861,121.7861,122.0861,1049.43
12528000000,121.9163,122.3163,121.7163,122.0163,1047.86
12614400000,121.8145,122.2145,121.6145,121.9145,1045.31
12700800000,121.6812,122.0812,121.4812,121.7812,1041.83
12787200000,121.5174,121.9174,121.3174,121.6174,1037.51
12873600000,121.3239,121.7239,121.1239,121.4239,1032.42
12960000000,121.1019,121.5019,120.9019,121.2019,1026.67
13046400000,120.8526,121.2526,120.6526,120.9526,1020.38
13132800000,120.5772,120.9772,120.3772,120.6772,1013.67
13219200000,120.2773,120.6773,120.0773,120.3773,1006.68
13305600000,119.9543,120.3543,119.7543,120.0543,999.56
13392000000,119.6100,120.0100,119.4100,119.7100,992.44
13478400000,119.2461,119.6461,119.0461,119.3461,985.48
13564800000,118.8644,119.2644,118.6644,118.9644,978.82
13651200000,118.4669,118.8669,118.2669,118.5669,972.59
13737600000,118.0555,118.4555,117.8555,118.1555,966.91
13824000000,117.6323,118.0323,117.4323,117.7323,961.91
13910400000,117.1994,117.5994,116.9994,117.2994,957.69
13996800000,116.7589,117.1589,116.5589,116.8589,954.33
14083200000,116.3131,116.7131,116.1131,116.4131,951.90
14169600000,115.8640,116.2640,115.6640,115.9640,950.44
14256000000,115.4140,115.8140,115.2140,115.5140,950.00
14342400000,114.9653,115.3653,114.7653,115.0653,950.58
14428800000,114.5200,114.9200,114.3200,114.6200,952.16
14515200000,114.0805,114.4805,113.8805,114.1805,954.72
14601600000,113.6487,114.0487,113.4487,113.7487,958.20
14688000000,113.2270,113.6270,113.0270,113.3270,962.53
14774400000,112.8173,113.2173,112.6173,112.9173,967.63
14860800000,112.4218,112.8218,112.2218,112.5218,973.39
14947200000,112.0423,112.4423,111.8423,112.1423,979.68
15033600000,111.6809,112.0809,111.4809,111.7809,986.39
15120000000,111.3393,111.7393,111.1393,111.4393,993.38
15206400000,111.0194,111.4194,110.8194,111.1194,1000.51
15292800000,110.7226,111.1226,110.5226,110.8226,1007.62
15379200000,110.4506,110.8506,110.2506,110.5506,1014.58
15465600000,110.2048,110.6048,110.0048,110.3048,1021.24
15552000000,109.9865,110.3865,109.7865,110.0865,1027.47
15638400000,109.7969,110.1969,109.5969,109.8969,1033.13
15724800000,109.6371,110.0371,109.4371,109.7371,1038.13
15811200000,109.5080,109.9080,109.3080,109.6080,1042.34
15897600000,109.4104,109.8104,109.2104,109.5104,1045.70
15984000000,109.3449,109.7449,109.1449,109.4449,1048.12
16070400000,109.3121,109.7121,109.1121,109.4121,1049.56
16156800000,109.3123,109.7123,109.1123,109.4123,1050.00
16243200000,109.3458,109.7458,109.1458,109.4458,1049.41
16329600000,109.4126,109.8126,109.2126,109.5126,1047.82
16416000000,109.5127,109.9127,109.3127,109.6127,1045.25
16502400000,109.6458,110.0458,109.4458,109.7458,1041.76
16588800000,109.8116,110.2116,109.6116,109.9116,1037.42
16675200000,110.0095,110.4095,109.8095,110.1095,1032.32
16761600000,110.2389,110.6389,110.0389,110.3389,1026.56
16848000000,110.4989,110.8989,110.2989,110.5989,1020.26
16934400000,110.7888,111.1888,110.5888,110.8888,1013.55
17020800000,111.1073,111.5073,110.9073,111.2073,1006.55
17107200000,111.4533,111.8533,111.2533,111.5533,999.43
17193600000,111.8256,112.2256,111.6256,111.9256,992.32
17280000000,112.2225,112.6225,112.0225,112.3225,985.36
17366400000,112.6427,113.0427,112.4427,112.7427,978.71
17452800000,113.0845,113.4845,112.8845,113.1845,972.48
17539200000,113.5461,113.9461,113.3461,113.6461,966.82
17625600000,114.0257,114.4257,113.8257,114.1257,961.83
17712000000,114.5213,114.9213,114.3213,114.6213,957.62
17798400000,115.0311,115.4311,114.8311,115.1311,954.28
17884800000,115.5530,115.9530,115.3530,115.6530,951.86
17971200000,116.0848,116.4848,115.8848,116.1848,950.43
18057600000,116.6244,117.0244,116.4244,116.7244,950.00
18144000000,117.1697,117.5697,116.9697,117.2697,950.60
18230400000,117.7185,118.1185,117.5185,117.8185,952.20
18316800000,118.2685,118.6685,118.0685,118.3685,954.77
18403200000,118.8175,119.2175,118.6175,118.9175,958.27
18489600000,119.3633,119.7633,119.1633,119.4633,962.62
18576000000,119.9037,120.3037,119.7037,120.0037,967.73
18662400000,120.4365,120.8365,120.2365,120.5365,973.49
18748800000,120.9596,121.3596,120.7596,121.0596,979.80
18835200000,121.4709,121.8709,121.2709,121.5709,986.52
18921600000,121.9683,122.3683,121.7683,122.0683,993.51
19008000000,122.4498,122.8498,122.2498,122.5498,1000.63
19094400000,122.9136,123.3136,122.7136,123.0136,1007.74
19180800000,123.3577,123.7577,123.1577,123.4577,1014.70
19267200000,123.7805,124.1805,123.5805,123.8805,1021.35
19353600000,124.1802,124.5802,123.9802,124.2802,1027.57
19440000000,124.5553,124.9553,124.3553,124.6553,1033.23
19526400000,124.9045,125.3045,124.7045,125.0045,1038.21
19612800000,125.2262,125.6262,125.0262,125.3262,1042.41
19699200000,125.5194,125.9194,125.3194,125.6194,1045.75
19785600000,125.7830,126.1830,125.5830,125.8830,1048.16
19872000000,126.0159,126.4159,125.8159,126.1159,1049.58
19958400000,126.2175,126.6175,126.0175,126.3175,1050.00
20044800000,126.3870,126.7870,126.1870,126.4870,1049.39
20131200000,126.5239,126.9239,126.3239,126.6239,1047.78
20217600000,126.6277,127.0277,126.4277,126.7277,1045.20
20304000000,126.6984,127.0984,126.4984,126.7984,1041.69
20390400000,126.7357,127.1357,126.5357,126.8357,1037.34
20476800000,126.7397,127.1397,126.5397,126.8397,1032.23
20563200000,126.7107,127.1107,126.5107,126.8107,1026.45
20649600000,126.6490,127.0490,126.4490,126.7490,1020.14
